,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
388443,300555.SZ,ST路通,江苏省广电有线信息网络股份有限公司无锡分公司,江苏省广电有线信息网络股份有限公司无锡分公司,13,江苏省广电有线信息网络股份有限公司泰州分公司,江苏省广电有线信息网络股份有限公司泰州分公司,4,江苏,江苏,91
388474,300555.SZ,ST路通,福建广电网络集团股份有限公司福州分公司,福建广电网络集团股份有限公司福州分公司,19,福建广电网络集团股份有限公司福州分公司,福建广电网络集团股份有限公司福州分公司,5,福建,福建,100
388530,300557.SZ,理工光科,中国铁建电气化局集团有限公司,中国铁建电气化局集团有限公司,3,中国铁建电气化局集团有限公司,中国铁建电气化局集团有限公司,1,,,100
388605,300557.SZ,理工光科,湖北省谷竹高速公路建设指挥部,湖北省谷竹高速公路建设指挥部,10,湖北省谷竹高速公路建设指挥部,湖北省谷竹高速公路建设指挥部,6,湖北,湖北,100
388617,300557.SZ,理工光科,甘肃紫光智能交通与控制技术有限公司,甘肃紫光智能交通与控制技术有限公司,11,甘肃紫光智能交通与控制技术有限公司,甘肃紫光智能交通与控制技术有限公司,8,甘肃,甘肃,100
388628,300557.SZ,理工光科,盛云科技有限公司,盛云科技有限公司,12,盛云科技有限公司,盛云科技有限公司,9,,,100
388639,300557.SZ,理工光科,福建省高速公路信息科技有限公司,福建省高速公路信息科技有限公司,13,福建省高速公路信息科技有限公司,福建省高速公路信息科技有限公司,10,福建,福建,100
388641,300558.SZ,贝达药业,上海医药分销控股有限公司,上海医药分销控股有限公司,1,上海医药分销控股有限公司,上海医药分销控股有限公司,2,上海,上海,100
388765,300558.SZ,贝达药业,华润国康(北京)医药有限公司,华润国康(北京)医药有限公司,9,华润国康(北京)医药有限公司,华润国康(北京)医药有限公司,6,北京,北京,100
388812,300558.SZ,贝达药业,华润江苏医药有限公司,华润江苏医药有限公司,12,华润江苏医药有限公司,华润江苏医药有限公司,8,江苏,江苏,100
388874,300558.SZ,贝达药业,国药乐仁堂医药有限公司,国药乐仁堂医药有限公司,16,国药乐仁堂医药有限公司,国药乐仁堂医药有限公司,10,,,100
388905,300558.SZ,贝达药业,国药控股北京康辰生物医药有限公司,国药控股北京康辰生物医药有限公司,18,国药控股北京康辰生物医药有限公司,国药控股北京康辰生物医药有限公司,11,北京,北京,100
389012,300558.SZ,贝达药业,广东南方医药对外贸易有限公司,广东南方医药对外贸易有限公司,25,广东南方医药对外贸易有限公司,广东南方医药对外贸易有限公司,13,广东,广东,100
389088,300558.SZ,贝达药业,浙江英特药业有限责任公司,浙江英特药业有限责任公司,30,浙江英特药业有限责任公司,浙江英特药业有限责任公司,14,浙江,浙江,100
389134,300558.SZ,贝达药业,湖北人福诺生药业有限责任公司,湖北人福诺生药业有限责任公司,33,湖北人福诺生药业有限责任公司,湖北人福诺生药业有限责任公司,15,湖北,湖北,100
389361,300561.SZ,汇金科技,农业银行新疆生产建设兵团分行,农业银行新疆生产建设兵团分行,4,农业银行,农业银行,2,,,100
389395,300562.SZ,乐心医疗,FOREPLAN COMERCIAL OFFSHORE DE MACAU LIMITADA,FOREPLAN COMERCIAL OFFSHORE DE MACAU LIMITADA,2,FOREPLAN  COMERCIAL  OFFSHORE  DE MACAU LIMITADA,FOREPLAN  COMERCIAL  OFFSHORE  DE MACAU LIMITADA,1,,,93
389406,300562.SZ,乐心医疗,HOMEDICS GROUP LIMITED,HOMEDICS GROUP LIMITED,4,HOMEDICS  GROUP LIMITED,HOMEDICS  GROUP LIMITED,2,,,95
389432,300562.SZ,乐心医疗,"TAYLOR PRECISION PRODUCTS,INC","TAYLOR PRECISION PRODUCTS,INC",9,"TAYLOR  PRECISION  PRODUCTS,INC","TAYLOR  PRECISION  PRODUCTS,INC",3,,,93
389444,300562.SZ,乐心医疗,北京京东世纪贸易有限公司,北京京东世纪贸易有限公司,11,北京京东世纪贸易有限公司,北京京东世纪贸易有限公司,5,北京,北京,100
389445,300563.SZ,神宇股份,启基永昌通讯(昆山)有限公司,启基永昌通讯(昆山)有限公司,1,启基永昌通讯(昆山)有限公司,启基永昌通讯(昆山)有限公司,1,,,100
389461,300563.SZ,神宇股份,无锡全信通科技有限公司,无锡全信通科技有限公司,4,"广州健宏电子科技有限公司,无锡全信通科技有限公司","广州健宏电子科技有限公司,无锡全信通科技有限公司",2,无锡,无锡,100
389467,300563.SZ,神宇股份,普联技术有限公司,普联技术有限公司,5,普联技术有限公司,普联技术有限公司,3,,,100
389782,300564.SZ,筑博设计,深圳市新建市属医院筹备办公室,深圳市新建市属医院筹备办公室,23,深圳市新建市属医院筹备办公室,深圳市新建市属医院筹备办公室,7,深圳,深圳,100
389850,300564.SZ,筑博设计,贵州恒丰伟业房地产开发有限公司,贵州恒丰伟业房地产开发有限公司,28,贵州恒丰伟业房地产开发有限公司,贵州恒丰伟业房地产开发有限公司,10,贵州,贵州,100
389947,300565.SZ,科信技术,中国电信股份有限公司,中国电信股份有限公司,1,中国电信股份有限公司,中国电信股份有限公司,3,,,100
389962,300565.SZ,科信技术,中国移动通信集团四川有限公司,中国移动通信集团四川有限公司,3,中国移动通信集团四川有限公司,中国移动通信集团四川有限公司,4,四川,四川,100
390006,300565.SZ,科信技术,中国联合网络通信股份有限公司,中国联合网络通信股份有限公司,9,中国联合网络通信股份有限公司,中国联合网络通信股份有限公司,6,,,100
390014,300565.SZ,科信技术,中国铁塔股份有限公司,中国铁塔股份有限公司,10,中国铁塔股份有限公司,中国铁塔股份有限公司,7,,,100
390022,300566.SZ,激智科技,"A.N.T CO.,LTD","A.N.T CO.,LTD",1,A.N.T,A.N.T,1,,,100
390033,300566.SZ,激智科技,东莞轩朗实业有限公司,东莞轩朗实业有限公司,3,东莞轩朗,东莞轩朗,2,东莞,东莞,100
390066,300566.SZ,激智科技,青岛卓英社科技有限公司,青岛卓英社科技有限公司,9,青岛卓英社,青岛卓英社,5,青岛,青岛,100
390067,300567.SZ,精测电子,TCL集团及下属公司,TCL集团及下属公司,1,TCL,TCL,1,,,100
390073,300567.SZ,精测电子,上海和辉光电有限公司,上海和辉光电有限公司,2,上海和辉光电有限公司,上海和辉光电有限公司,2,上海,上海,100
390084,300567.SZ,精测电子,京东方集团及下属公司,京东方集团及下属公司,4,京东方,京东方,3,东方,东方,100
390140,300567.SZ,精测电子,明基友达集团及下属公司,明基友达集团及下属公司,15,明基友达,明基友达,4,,,100
390146,300567.SZ,精测电子,武汉中原电子信息有限公司,武汉中原电子信息有限公司,16,武汉中原电子信息有限公司,武汉中原电子信息有限公司,5,汉中,汉中,100
390172,300568.SZ,星源材质,"LG Chem, Ltd","LG Chem, Ltd",1,"LG Chem, Ltd","LG Chem, Ltd",1,,,100
390177,300568.SZ,星源材质,"LG Chem,Ltd","LG Chem,Ltd",2,"LG Chem, Ltd","LG Chem, Ltd",1,,,91
390229,300568.SZ,星源材质,天津力神及下属公司,天津力神及下属公司,12,天津力神及下属公司,天津力神及下属公司,3,天津,天津,100
390240,300568.SZ,星源材质,天津市捷威动力工业有限公司,天津市捷威动力工业有限公司,14,天津市捷威动力工业有限公司,天津市捷威动力工业有限公司,4,天津,天津,100
390256,300568.SZ,星源材质,比亚迪及下属公司,比亚迪及下属公司,17,比亚迪及下属公司,比亚迪及下属公司,5,,,100
390454,300570.SZ,太辰光,Cofitel,Cofitel,1,Cofitel,Cofitel,1,,,100
390461,300570.SZ,太辰光,TE,TE,2,TE connectivity,TE connectivity,3,,,100
390467,300570.SZ,太辰光,TR,TR,3,TR,TR,4,,,100
390498,300570.SZ,太辰光,鄂州灿光光电有限公司,鄂州灿光光电有限公司,9,鄂州灿光光电有限公司,鄂州灿光光电有限公司,5,鄂州,鄂州,100
390505,300571.SZ,平治信息,中国电信股份有限公司增值业务运营中心,中国电信股份有限公司增值业务运营中心,2,中国电信股份有限公司增值业务运营中心,中国电信股份有限公司增值业务运营中心,1,,,100
390555,300571.SZ,平治信息,咪咕数字传媒有限公司,咪咕数字传媒有限公司,10,咪咕数字传媒有限公司,咪咕数字传媒有限公司,3,,,100
390568,300571.SZ,平治信息,天翼阅读文化传播有限公司,天翼阅读文化传播有限公司,12,天翼阅读文化传播有限公司,天翼阅读文化传播有限公司,4,,,100
390575,300571.SZ,平治信息,成都天翼空间科技有限公司,成都天翼空间科技有限公司,13,成都天翼空间科技有限公司,成都天翼空间科技有限公司,5,成都,成都,100
390606,300571.SZ,平治信息,联通宽带在线有限公司,联通宽带在线有限公司,18,联通宽带在线有限公司,联通宽带在线有限公司,6,,,100
390668,300573.SZ,兴齐眼药,上海铃谦沪中医药有限公司,上海铃谦沪中医药有限公司,1,上海铃谦沪中医药有限公司,上海铃谦沪中医药有限公司,1,上海,上海,100
390674,300573.SZ,兴齐眼药,中健之康供应链服务有限责任公司,中健之康供应链服务有限责任公司,2,中健之康供应链服务有限责任公司,中健之康供应链服务有限责任公司,2,,,100
390680,300573.SZ,兴齐眼药,华润医药商业集团有限公司,华润医药商业集团有限公司,3,华润医药商业集团有限公司,华润医药商业集团有限公司,3,,,100
390696,300573.SZ,兴齐眼药,国药控股沈阳有限公司,国药控股沈阳有限公司,6,国药控股沈阳有限公司,国药控股沈阳有限公司,4,沈阳,沈阳,100
390702,300573.SZ,兴齐眼药,浙江英特药业有限责任公司,浙江英特药业有限责任公司,7,浙江英特药业有限责任公司,浙江英特药业有限责任公司,5,浙江,浙江,100
390714,300576.SZ,容大感光,信丰福昌发电子有限公司,信丰福昌发电子有限公司,2,信丰福昌发电子有限公司,信丰福昌发电子有限公司,1,,,100
390721,300576.SZ,容大感光,健鼎(无锡)电子有限公司,健鼎(无锡)电子有限公司,3,健鼎(无锡)电子有限公司,健鼎(无锡)电子有限公司,2,无锡,无锡,100
390759,300576.SZ,容大感光,常熟金像电子有限公司,常熟金像电子有限公司,9,常熟金像电子有限公司,常熟金像电子有限公司,4,,,100
390772,300576.SZ,容大感光,广东骏亚电子科技股份有限公司,广东骏亚电子科技股份有限公司,11,广东骏亚电子科技股份有限公司,广东骏亚电子科技股份有限公司,5,广东,广东,100
390863,300577.SZ,开润股份,华硕电脑,华硕电脑,3,华硕,华硕,2,,,100
390869,300577.SZ,开润股份,小米科技,小米科技,4,小米科技有限责任公司,小米科技有限责任公司,3,,,100
390880,300577.SZ,开润股份,联想集团,联想集团,6,联想,联想,4,,,100
390886,300577.SZ,开润股份,迪卡侬,迪卡侬,7,迪卡侬,迪卡侬,5,,,100
390887,300578.SZ,会畅通讯,InterCall,InterCall,1,InterCall,InterCall,1,,,100
390904,300578.SZ,会畅通讯,渣打银行(中国)有限公司及其关联公司,渣打银行(中国)有限公司及其关联公司,3,渣打银行(中国)有限公司及其关联公司,渣打银行(中国)有限公司及其关联公司,4,,,100
390921,300578.SZ,会畅通讯,通用电气(中国)有限公司及其关联公司,通用电气(中国)有限公司及其关联公司,5,通用电气(中国)有限公司及其关联公司,通用电气(中国)有限公司及其关联公司,7,,,100
390955,300579.SZ,数字认证,北京市经济和信息化委员会,北京市经济和信息化委员会,5,北京市经济和信息化委员会,北京市经济和信息化委员会,3,北京,北京,100
390968,300579.SZ,数字认证,北京银行股份有限公司,北京银行股份有限公司,7,北京银行股份有限公司,北京银行股份有限公司,4,北京,北京,100
391006,300579.SZ,数字认证,首都信息科技发展有限公司,首都信息科技发展有限公司,13,首都信息科技发展有限公司,首都信息科技发展有限公司,6,,,100
391018,300580.SZ,贝斯特,上海皮尔博格有色零部件有限公司,上海皮尔博格有色零部件有限公司,3,上海皮尔博格有色零部件有限公司,上海皮尔博格有色零部件有限公司,2,上海,上海,100
391029,300580.SZ,贝斯特,康明斯及其控制的企业,康明斯及其控制的企业,5,康明斯及其控制的企业,康明斯及其控制的企业,3,,,100
391046,300580.SZ,贝斯特,霍尼韦尔及其控制的企业,霍尼韦尔及其控制的企业,8,霍尼韦尔及其控制的企业,霍尼韦尔及其控制的企业,5,,,100
391047,300582.SZ,英飞特,Future  Electronics,Future  Electronics,1,Future Electronics,Future Electronics,1,,,94
391056,300582.SZ,英飞特,杭州华普永明光电股份有限公司,杭州华普永明光电股份有限公司,2,杭州华普永明光电股份有限公司,杭州华普永明光电股份有限公司,4,杭州,杭州,100
391094,300583.SZ,赛托生物,天津天药药业股份有限公司,天津天药药业股份有限公司,2,天津天药药业股份有限公司,天津天药药业股份有限公司,1,天津,天津,100
391100,300583.SZ,赛托生物,天津市津津药业有限公司,天津市津津药业有限公司,3,天津市津津药业有限公司,天津市津津药业有限公司,2,天津,天津,100
